timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-07-24T03:33:39,pypx-repack,4ceef0f3-89d8-4fda-8859-d5338acfddbc,513.5429465770721,0.0017716164661597,3.449792228611252e-06,18.182597172520943,0.0,11.735572814941406,0.0031044736519102,0.0,0.0016509352638266,0.0047554089157369,United States,USA,massachusetts,,,Linux-6.0.12-76060006-generic-x86_64-with-glibc2.35,3.10.12,2.2.2,8,Intel(R) Core(TM) i7-7700K CPU @ 4.20GHz,1,1 x NVIDIA GeForce GTX 1050 Ti,-71.1245,42.3399,31.29486083984375,machine,N
2023-07-24T08:21:16,pypx-repack,fe62def5-668c-4fa0-97f3-1d1219ecaeba,17236.257479667664,0.5405820565105285,3.13630761868238e-05,0.0,0.0,11.735572814941406,1.4027622611847428,0.0,0.04827907892540602,1.451041340110144,United States,USA,massachusetts,,,Linux-6.0.12-76060006-generic-x86_64-with-glibc2.35,3.10.12,2.2.2,8,Intel(R) Core(TM) i7-7700K CPU @ 4.20GHz,1,1 x NVIDIA GeForce GTX 1050 Ti,-71.1245,42.3399,31.29486083984375,machine,N
